Number_added,Name_orginial,Author,Reviews_count,User_rating,Price,Year,Genre,Title_upper,Series,Series_number,Author_upper,LastName_first_no_titlesDRJR,Audience,Adult_interest,Title_word_count,Author_count_all,Authors_last_three
465,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,"26,490",4.6,$15.00,2017,Non Fiction,THE SUBTLE ART OF NOT GIVING A F*CK: A COUNTERINTUITIVE APPROACH TO LIVING A GOOD LIFE,(blank),,MARK MANSON,"MANSON, MARK",Adult,Adult,16,3,3
428,The Litigators,John Grisham,"6,222",4.4,$18.00,2011,Fiction,THE LITIGATORS,(blank),,JOHN GRISHAM,"GRISHAM, JOHN",Adult,Adult,2,5,0
456,The Racketeer,John Grisham,"14,493",4.3,$18.00,2012,Fiction,THE RACKETEER,(blank),,JOHN GRISHAM,"GRISHAM, JOHN",Adult,Adult,2,5,0
526,Water for Elephants: A Novel,Sara Gruen,"8,958",4.5,$12.00,2011,Fiction,WATER FOR ELEPHANTS: A NOVEL,(blank),,SARA GRUEN,"GRUEN, SARA",Adult,Adult,5,1,0
466,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,"26,490",4.6,$15.00,2018,Non Fiction,THE SUBTLE ART OF NOT GIVING A F*CK: A COUNTERINTUITIVE APPROACH TO LIVING A GOOD LIFE,(blank),,MARK MANSON,"MANSON, MARK",Adult,Adult,16,3,3
467,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,Mark Manson,"26,490",4.6,$15.00,2019,Non Fiction,THE SUBTLE ART OF NOT GIVING A F*CK: A COUNTERINTUITIVE APPROACH TO LIVING A GOOD LIFE,(blank),,MARK MANSON,"MANSON, MARK",Adult,Adult,16,3,3
297,Sh*t My Dad Says,Justin Halpern,"1,265",4.7,$11.00,2010,Non Fiction,SH*T MY DAD SAYS,(blank),,JUSTIN HALPERN,"HALPERN, JUSTIN",Adult,Adult,4,1,0
438,The Nightingale: A Novel,Kristin Hannah,"49,288",4.8,$11.00,2015,Fiction,THE NIGHTINGALE: A NOVEL,(blank),,KRISTIN HANNAH,"HANNAH, KRISTIN",Adult,Adult,4,2,0
439,The Nightingale: A Novel,Kristin Hannah,"49,288",4.8,$11.00,2016,Fiction,THE NIGHTINGALE: A NOVEL,(blank),,KRISTIN HANNAH,"HANNAH, KRISTIN",Adult,Adult,4,2,0
365,The Elegance of the Hedgehog,Muriel Barbery,"1,859",4.0,$11.00,2009,Fiction,THE ELEGANCE OF THE HEDGEHOG,(blank),,MURIEL BARBERY,"BARBERY, MURIEL",Adult,Adult,5,1,0
383,The Girl on the Train,Paula Hawkins,"79,446",4.1,$18.00,2015,Fiction,THE GIRL ON THE TRAIN,(blank),,PAULA HAWKINS,"HAWKINS, PAULA",Adult,Adult,5,2,0
384,The Girl on the Train,Paula Hawkins,"79,446",4.1,$7.00,2016,Fiction,THE GIRL ON THE TRAIN,(blank),,PAULA HAWKINS,"HAWKINS, PAULA",Adult,Adult,5,2,0
315,Switch: How to Change Things When Change Is Hard,Chip Heath,"1,907",4.6,$13.00,2010,Non Fiction,SWITCH: HOW TO CHANGE THINGS WHEN CHANGE IS HARD,(blank),,CHIP HEATH,"HEATH, CHIP",Adult,Adult,9,1,0
118,"Game Change: Obama and the Clintons, McCain and Palin, and the Race of a Lifetime",John Heilemann,"1,215",4.4,$9.00,2010,Non Fiction,"GAME CHANGE: OBAMA AND THE CLINTONS, MCCAIN AND PALIN, AND THE RACE OF A LIFETIME",(blank),,JOHN HEILEMANN,"HEILEMANN, JOHN",Adult,Adult,15,1,0
516,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,"29,673",4.8,$16.00,2010,Non Fiction,"UNBROKEN: A WORLD WAR II STORY OF SURVIVAL, RESILIENCE, AND REDEMPTION",(blank),,LAURA HILLENBRAND,"HILLENBRAND, LAURA",Adult,Adult,11,5,0
517,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,"29,673",4.8,$16.00,2011,Non Fiction,"UNBROKEN: A WORLD WAR II STORY OF SURVIVAL, RESILIENCE, AND REDEMPTION",(blank),,LAURA HILLENBRAND,"HILLENBRAND, LAURA",Adult,Adult,11,5,0
518,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,"29,673",4.8,$16.00,2012,Non Fiction,"UNBROKEN: A WORLD WAR II STORY OF SURVIVAL, RESILIENCE, AND REDEMPTION",(blank),,LAURA HILLENBRAND,"HILLENBRAND, LAURA",Adult,Adult,11,5,0
519,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,"29,673",4.8,$13.00,2014,Non Fiction,"UNBROKEN: A WORLD WAR II STORY OF SURVIVAL, RESILIENCE, AND REDEMPTION",(blank),,LAURA HILLENBRAND,"HILLENBRAND, LAURA",Adult,Adult,11,5,0
520,"Unbroken: A World War II Story of Survival, Resilience, and Redemption",Laura Hillenbrand,"29,673",4.8,$16.00,2014,Non Fiction,"UNBROKEN: A WORLD WAR II STORY OF SURVIVAL, RESILIENCE, AND REDEMPTION",(blank),,LAURA HILLENBRAND,"HILLENBRAND, LAURA",Adult,Adult,11,5,0
42,"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,"14,344",4.9,$5.00,2019,Fiction,"BROWN BEAR, BROWN BEAR, WHAT DO YOU SEE?",(blank),,BILL MARTIN,"MARTIN,  BILL ",CH,Not_adult,8,2,2
41,"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,"14,344",4.9,$5.00,2017,Fiction,"BROWN BEAR, BROWN BEAR, WHAT DO YOU SEE?",(blank),,BILL MARTIN,"MARTIN,  BILL ",CH,Not_adult,8,2,2
488,The Wonderful Things You Will Be,Emily Winfield Martin,"8,842",4.9,$10.00,2017,Fiction,THE WONDERFUL THINGS YOU WILL BE,(blank),,EMILY WINFIELD MARTIN,"MARTIN, WINFIELD EMILY",CH,Not_adult,6,4,4
489,The Wonderful Things You Will Be,Emily Winfield Martin,"8,842",4.9,$10.00,2018,Fiction,THE WONDERFUL THINGS YOU WILL BE,(blank),,EMILY WINFIELD MARTIN,"MARTIN, WINFIELD EMILY",CH,Not_adult,6,4,4
25,And the Mountains Echoed,Khaled Hosseini,"12,159",4.3,$13.00,2013,Fiction,AND THE MOUNTAINS ECHOED,(blank),,KHALED HOSSEINI,"HOSSEINI, KHALED",Adult,Adult,4,1,0
69,"Delivering Happiness: A Path to Profits, Passion, and Purpose",Tony Hsieh,"1,651",4.6,$15.00,2010,Non Fiction,"DELIVERING HAPPINESS: A PATH TO PROFITS, PASSION, AND PURPOSE",(blank),,TONY HSIEH,"HSIEH, TONY",Adult,Adult,9,1,0
345,"The Blood Sugar Solution: The UltraHealthy Program for Losing Weight, Preventing Disease, and Feeling Great Now!",Mark Hyman M.D.,"1,789",4.2,$14.00,2012,Non Fiction,"THE BLOOD SUGAR SOLUTION: THE ULTRAHEALTHY PROGRAM FOR LOSING WEIGHT, PREVENTING DISEASE, AND FEELING GREAT NOW!",(blank),,MARK HYMAN,"HYMAN, MARK",Adult,Adult,16,1,0
490,The Wonderful Things You Will Be,Emily Winfield Martin,"8,842",4.9,$10.00,2019,Fiction,THE WONDERFUL THINGS YOU WILL BE,(blank),,EMILY WINFIELD MARTIN,"MARTIN, WINFIELD EMILY",CH,Not_adult,6,4,4
302,Steve Jobs,Walter Isaacson,"7,827",4.6,$20.00,2011,Non Fiction,STEVE JOBS,(blank),,WALTER ISAACSON,"ISAACSON, WALTER",Adult,Adult,2,3,0
303,Steve Jobs,Walter Isaacson,"7,827",4.6,$20.00,2012,Non Fiction,STEVE JOBS,(blank),,WALTER ISAACSON,"ISAACSON, WALTER",Adult,Adult,2,3,0
105,Fifty Shades Darker,E L James,"23,631",4.4,$7.00,2012,Fiction,FIFTY SHADES DARKER,(blank),,E L JAMES,"JAMES, L E",Adult,Adult,3,6,0
495,"Thinking, Fast and Slow",Daniel Kahneman,"11,034",4.6,$19.00,2011,Non Fiction,"THINKING, FAST AND SLOW",(blank),,DANIEL KAHNEMAN,"KAHNEMAN, DANIEL",Adult,Adult,4,2,0
496,"Thinking, Fast and Slow",Daniel Kahneman,"11,034",4.6,$19.00,2012,Non Fiction,"THINKING, FAST AND SLOW",(blank),,DANIEL KAHNEMAN,"KAHNEMAN, DANIEL",Adult,Adult,4,2,0
534,When Breath Becomes Air,Paul Kalanithi,"13,779",4.8,$14.00,2016,Non Fiction,WHEN BREATH BECOMES AIR,(blank),,PAUL KALANITHI,"KALANITHI, PAUL",Adult,Adult,4,1,0
230,Milk and Honey,Rupi Kaur,"17,739",4.7,$8.00,2016,Non Fiction,MILK AND HONEY,(blank),,RUPI KAUR,"KAUR, RUPI",Adult,Adult,3,4,0
228,Make Your Bed: Little Things That Can Change Your Life...And Maybe the World,Admiral William H. McRaven,"10,199",4.7,$11.00,2017,Non Fiction,MAKE YOUR BED: LITTLE THINGS THAT CAN CHANGE YOUR LIFE...AND MAYBE THE WORLD,(blank),,ADMIRAL WILLIAM H. MCRAVEN,"MCRAVEN, WILLIAM H.",Adult,Adult,13,1,1
463,The Silent Patient,Alex Michaelides,"27,536",4.5,$14.00,2019,Fiction,THE SILENT PATIENT,(blank),,ALEX MICHAELIDES,"MICHAELIDES, ALEX",Adult,Adult,3,1,1
5,"5,000 Awesome Facts (About Everything!) (National Geographic Kids)",National Geographic Kids,"7,665",4.8,$12.00,2019,Non Fiction,"5,000 AWSOME FACTS (ABOUT EVERYTHING)",National Geographic Kids,,NATIONAL GEOGRAPHIC KIDS,NATIONAL GEOGRAPHIC KIDS,CH,Not_adult,1,1,1
2,11/22/63: A Novel,Stephen King,"2,052",4.6,$22.00,2011,Fiction,11/22/63: A NOVEL,(blank),,STEPHEN KENDRICK,"KENDRICK, STEPHEN",Adult,Adult,3,4,0
80,Doctor Sleep: A Novel,Stephen King,"15,845",4.7,$13.00,2013,Fiction,DOCTOR SLEEP: A NOVEL,(blank),,STEPHEN KENDRICK,"KENDRICK, STEPHEN",Adult,Adult,4,4,0
370,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,"3,207",4.6,$6.00,2009,Non Fiction,THE FIVE DYSFUNCTIONS OF A TEAM: A LEADERSHIP FABLE,(blank),,PATRICK LENCIONI,"LENCIONI, PATRICK",Adult,Adult,9,5,0
375,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Gary Chapman,803,4.6,$9.00,2009,Non Fiction,THE FIVE LOVE LANGUAGES: HOW TO EXPRESS HEARTFELT COMMITMENT TO YOUR MATE,5 Love Languages,,GARY CHAPMAN,"CHAPMAN, GARY",Adult,Adult,12,11,0
388,The Girl Who Played with Fire (Millennium Series),Stieg Larsson,"7,251",4.7,$16.00,2009,Fiction,THE GIRL WHO PLAYED WITH FIRE,Millennium Series,2,STIEG LARSSON,"LARSSON, STIEG",Adult,Adult,8,6,0
123,George Washington's Secret Six: The Spy Ring That Saved the American Revolution,Brian Kilmeade,"4,799",4.6,$16.00,2013,Non Fiction,GEORGE WASHINGTON'S SECRET SIX: THE SPY RING THAT SAVED THE AMERICAN REVOLUTION,(blank),,BRIAN KILMEADE,"KILMEADE, BRIAN",Adult,Adult,12,1,0
74,"The Long Haul: Diary of a Wimpy Kid, Book 9 (Diary of a Wimpy Kid)",Jeff Kinney,"6,540",4.8,$22.00,2014,Fiction,THE LONG HAUL: DIARY OF A WIMPY KID,Diary of a Wimpy Kid,9,JEFF KINNEY,"KINNEY, JEFF",CH,Not_adult,8,12,0
254,"Old School: Diary of a Wimpy Kid, Book 10 (Diary of a Wimpy Kid)",Jeff Kinney,"6,169",4.8,$7.00,2015,Fiction,OLD SCHOOL: DIARY OF A WIMPY KID DIARY OF A WIMPY KID),Diary of a Wimpy Kid,10,JEFF KINNEY,"KINNEY, JEFF",CH,Not_adult,12,12,0
221,Little Fires Everywhere,Celeste Ng,"25,706",4.5,$12.00,2018,Fiction,LITTLE FIRES EVERYWHERE,(blank),,CELESTE NG,"NG, CELESTE",Adult,Adult,3,1,1
340,The Amateur,Edward Klein,"2,580",4.6,$9.00,2012,Non Fiction,THE AMATEUR,(blank),,EDWARD KLEIN,"KLEIN, EDWARD",Adult,Adult,2,1,0
260,Orphan Train,Christina Baker Kline,"21,930",4.6,$11.00,2014,Fiction,ORPHAN TRAIN,(blank),,CHRISTINA BAKER KLINE,"KLINE, BAKER CHRISTINA",Adult,Adult,2,1,0
424,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,"22,641",4.5,$11.00,2015,Non Fiction,THE LIFE-CHANGING MAGIC OF TIDYING UP: THE JAPANESE ART OF DECLUTTERING AND ORGANIZING,(blank),,MARIE KONDŌ,"KONDŌ, MARIE",Adult,Adult,13,4,0
425,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,"22,641",4.5,$11.00,2016,Non Fiction,THE LIFE-CHANGING MAGIC OF TIDYING UP: THE JAPANESE ART OF DECLUTTERING AND ORGANIZING,(blank),,MARIE KONDŌ,"KONDŌ, MARIE",Adult,Adult,13,4,0
292,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Samin Nosrat,"7,802",4.8,$20.00,2019,Non Fiction,"SALT, FAT, ACID, HEAT: MASTERING THE ELEMENTS OF GOOD COOKING",(blank),,SAMIN NOSRAT,"NOSRAT, SAMIN",Adult,Adult,10,2,2
291,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking",Samin Nosrat,"7,802",4.8,$20.00,2018,Non Fiction,"SALT, FAT, ACID, HEAT: MASTERING THE ELEMENTS OF GOOD COOKING",(blank),,SAMIN NOSRAT,"NOSRAT, SAMIN",Adult,Adult,10,2,2
494,"Things That Matter: Three Decades of Passions, Pastimes and Politics [Deckled Edge]",Charles Krauthammer,"7,034",4.7,$15.00,2013,Non Fiction,"THINGS THAT MATTER: THREE DECADES OF PASSIONS, PASTIMES AND POLITICS [DECKLED EDGE]",(blank),,CHARLES KRAUTHAMMER,"KRAUTHAMMER, CHARLES",Adult,Adult,12,1,0
24,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,Chris Kyle,"15,921",4.6,$9.00,2015,Non Fiction,AMERICAN SNIPER: THE AUTOBIOGRAPHY OF THE MOST LETHAL SNIPER IN U.S. MILITARY HISTORY,(blank),,CHRIS KYLE,"KYLE, CHRIS",Adult,Adult,13,1,0
182,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Eric Larson,"4,571",4.4,$21.00,2011,Non Fiction,"IN THE GARDEN OF BEASTS: LOVE, TERROR, AND AN AMERICAN FAMILY IN HITLER'S BERLIN",(blank),,ERIC LARSON,"LARSON, ERIC",Adult,Adult,14,1,0
133,Go Set a Watchman: A Novel,Harper Lee,"14,982",3.6,$19.00,2015,Fiction,GO SET A WATCHMAN: A NOVEL,(blank),,HARPER LEE,"LEE, HARPER",Adult,Adult,6,6,0
506,To Kill a Mockingbird,Harper Lee,"26,234",4.8,$11.38,2013,Fiction,TO KILL A MOCKINGBIRD,(blank),,HARPER LEE,"LEE, HARPER",Adult,Adult,4,6,0
507,To Kill a Mockingbird,Harper Lee,"26,234",4.8,$11.38,2014,Fiction,TO KILL A MOCKINGBIRD,(blank),,HARPER LEE,"LEE, HARPER",Adult,Adult,4,6,0
508,To Kill a Mockingbird,Harper Lee,"26,234",4.8,$11.38,2015,Fiction,TO KILL A MOCKINGBIRD,(blank),,HARPER LEE,"LEE, HARPER",Adult,Adult,4,6,0
509,To Kill a Mockingbird,Harper Lee,"26,234",4.8,$11.38,2016,Fiction,TO KILL A MOCKINGBIRD,(blank),,HARPER LEE,"LEE, HARPER",Adult,Adult,4,6,0
34,Becoming,Michelle Obama,"61,133",4.8,$11.00,2019,Non Fiction,BECOMING,(blank),,MICHELLE OBAMA,"OBAMA, MICHELLE",Adult,Adult,1,2,2
317,Teach Like a Champion: 49 Techniques that Put Students on the Path to College,Doug Lemov,637,4.4,$20.00,2010,Non Fiction,TEACH LIKE A CHAMPION: 49 TECHNIQUES THAT PUT STUDENTS ON THE PATH TO COLLEGE,(blank),,DOUG LEMOV,"LEMOV, DOUG",Adult,Adult,14,2,0
318,Teach Like a Champion: 49 Techniques that Put Students on the Path to College,Doug Lemov,637,4.4,$20.00,2011,Non Fiction,TEACH LIKE A CHAMPION: 49 TECHNIQUES THAT PUT STUDENTS ON THE PATH TO COLLEGE,(blank),,DOUG LEMOV,"LEMOV, DOUG",Adult,Adult,14,2,0
,The Girl Who Played with Fire (Millennium),Stieg Larsson,7251,4.7,16,2009,Fiction,THE GIRL WHO PLAYED WITH FIRE,Millennium Series,2,STIEG LARSSON,"LARSSON, STIEG",Adult,Adult,6,7,0
371,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,"3,207",4.6,$6.00,2010,Non Fiction,THE FIVE DYSFUNCTIONS OF A TEAM: A LEADERSHIP FABLE,(blank),,PATRICK LENCIONI,"LENCIONI, PATRICK",Adult,Adult,9,5,0
372,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,"3,207",4.6,$6.00,2011,Non Fiction,THE FIVE DYSFUNCTIONS OF A TEAM: A LEADERSHIP FABLE,(blank),,PATRICK LENCIONI,"LENCIONI, PATRICK",Adult,Adult,9,5,0
373,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,"3,207",4.6,$6.00,2012,Non Fiction,THE FIVE DYSFUNCTIONS OF A TEAM: A LEADERSHIP FABLE,(blank),,PATRICK LENCIONI,"LENCIONI, PATRICK",Adult,Adult,9,5,0
374,The Five Dysfunctions of a Team: A Leadership Fable,Patrick Lencioni,"3,207",4.6,$6.00,2013,Non Fiction,THE FIVE DYSFUNCTIONS OF A TEAM: A LEADERSHIP FABLE,(blank),,PATRICK LENCIONI,"LENCIONI, PATRICK",Adult,Adult,9,5,0
389,The Girl with the Dragon Tattoo (Millennium Series),Stieg Larsson,"10,559",4.4,$2.00,2009,Fiction,THE GIRL WITH THE DRAGON TATTOO,Millennium Series,1,STIEG LARSSON,"LARSSON, STIEG",Adult,Adult,8,6,0
33,Becoming,Michelle Obama,"61,133",4.8,$11.00,2018,Non Fiction,BECOMING,(blank),,MICHELLE OBAMA,"OBAMA, MICHELLE",Adult,Adult,1,2,2
399,The Guernsey Literary and Potato Peel Pie Society,Mary Ann Shaffer,"8,587",4.7,$10.00,2009,Fiction,THE GUERNSEY LITERARY AND POTATO PEEL PIE SOCIETY,(blank),,MARY ANN SHAFFER,"SHAFFER, ANN MARY",Adult,Adult,8,1,0
343,The Big Short: Inside the Doomsday Machine,Michael Lewis,"3,536",4.7,$17.00,2010,Non Fiction,THE BIG SHORT: INSIDE THE DOOMSDAY MACHINE,(blank),,MICHAEL LEWIS,"LEWIS, MICHAEL",Adult,Adult,7,1,0
122,George Washington's Sacred Fire,Peter A. Lillback,408,4.5,$20.00,2010,Non Fiction,GEORGE WASHINGTON'S SACRED FIRE,(blank),,PETER A. LILLBACK,"LILLBACK, A. PETER",Adult,Adult,4,1,0
422,The Lego Ideas Book: Unlock Your Imagination,Daniel Lipkowitz,"4,247",4.4,$13.00,2011,Non Fiction,THE LEGO IDEAS BOOK: UNLOCK YOUR IMAGINATION,(blank),,DANIEL LIPKOWITZ,"LIPKOWITZ, DANIEL",CH,Not_adult,7,2,0
423,The Lego Ideas Book: Unlock Your Imagination,Daniel Lipkowitz,"4,247",4.4,$13.00,2012,Non Fiction,THE LEGO IDEAS BOOK: UNLOCK YOUR IMAGINATION,(blank),,DANIEL LIPKOWITZ,"LIPKOWITZ, DANIEL",CH,Not_adult,7,2,0
134,Go the F**k to Sleep,Adam Mansbach,"9,568",4.8,$9.00,2011,Fiction,GO THE F**K TO SLEEP,(blank),,ADAM MANSBACH,"MANSBACH, ADAM",Adult,Adult,5,1,0
4,1984 (Signet Classics),George Orwell,"21,424",4.7,$6.00,2017,Fiction,1984,Signet Classics,,GEORGE ORWELL,"ORWELL, GEORGE",Adult,Adult,3,1,1
535,Where the Crawdads Sing,Delia Owens,"87,841",4.8,$15.00,2019,Fiction,WHERE THE CRAWDADS SING,(blank),,DELIA OWENS,"OWENS, DELIA",Adult,Adult,4,1,1
545,Wonder,R. J. Palacio,"21,625",4.8,$9.00,2017,Fiction,WONDER,(blank),,R. J. PALACIO,"PALACIO, J. R.",CH,Not_adult,1,5,5
216,Lettering and Modern Calligraphy: A Beginner's Guide: Learn Hand Lettering and Brush Lettering,Paper Peony Press,"7,550",4.4,$6.00,2018,Non Fiction,LETTERING AND MODERN CALLIGRAPHY: A BEGINNER'S GUIDE: LEARN HAND LETTERING AND BRUSH LETTERING,(blank),,PAPER PEONY PRESS,PAPER PEONY PRESS,Adult,Adult,13,1,1
455,The President Is Missing: A Novel,James Patterson,"10,191",4.3,$18.00,2018,Fiction,THE PRESIDENT IS MISSING: A NOVEL,Bill Clinton & James Patterson stand-alone thrillers,,JAMES PATTERSON,"PATTERSON, JAMES",Adult,Adult,6,2,2
119,Game of Thrones Boxed Set: A Game of Thrones/A Clash of Kings/A Storm of Swords/A Feast for Crows,George R. R. Martin,"5,594",4.6,$5.00,2011,Fiction,GAME OF THRONES BOXED SET: A GAME OF THRONES/A CLASH OF KINGS/A STORM OF SWORDS/A FEAST FOR CROWS,A Song of Ice and Fire,,GEORGE R. R. MARTIN,"MARTIN, GEORGE R. R.",Adult,Adult,18,3,0
120,Game of Thrones Boxed Set: A Game of Thrones/A Clash of Kings/A Storm of Swords/A Feast for Crows,George R. R. Martin,"5,594",4.6,$5.00,2012,Fiction,GAME OF THRONES BOXED SET: A GAME OF THRONES/A CLASH OF KINGS/A STORM OF SWORDS/A FEAST FOR CROWS,A Song of Ice and Fire,,GEORGE R. R. MARTIN,"MARTIN, GEORGE R. R.",Adult,Adult,18,3,0
121,Game of Thrones Boxed Set: A Game of Thrones/A Clash of Kings/A Storm of Swords/A Feast for Crows,George R. R. Martin,"5,594",4.6,$5.00,2013,Fiction,GAME OF THRONES BOXED SET: A GAME OF THRONES/A CLASH OF KINGS/A STORM OF SWORDS/A FEAST FOR CROWS,A Song of Ice and Fire,,GEORGE R. R. MARTIN,"MARTIN, GEORGE R. R.",Adult,Adult,18,3,0
487,The Wonderful Things You Will Be,Emily Winfield Martin,"8,842",4.9,$10.00,2016,Fiction,THE WONDERFUL THINGS YOU WILL BE,(blank),,EMILY WINFIELD MARTIN,"MARTIN, WINFIELD EMILY",CH,Not_adult,6,4,0
180,If Animals Kissed Good Night,Ann Whitford Paul,"16,643",4.8,$4.00,2019,Fiction,IF ANIMALS KISSED GOOD NIGHT,(blank),,ANN WHITFORD PAUL,"PAUL, WHITFORD ANN",CH,Not_adult,5,2,2
179,If Animals Kissed Good Night,Ann Whitford Paul,"16,643",4.8,$4.00,2017,Fiction,IF ANIMALS KISSED GOOD NIGHT,(blank),,ANN WHITFORD PAUL,"PAUL, WHITFORD ANN",CH,Not_adult,5,2,2
3,12 Rules for Life: An Antidote to Chaos,Jordan B. Peterson,"18,979",4.7,$15.00,2018,Non Fiction,12 RULES FOR LIFE: AN ANTIDOTE TO CHAOS,(blank),,JORDAN B. PETERSON,"PETERSON, B. JORDAN",Adult,Adult,8,1,1
493,The Wright Brothers,David McCullough,"6,169",4.7,$16.00,2015,Non Fiction,THE WRIGHT BROTHERS,(blank),,DAVID MCCULLOUGH,"MCCULLOUGH, DAVID",Adult,Adult,3,1,0
446,The Paris Wife: A Novel,Paula McLain,"3,759",4.3,$16.00,2011,Fiction,THE PARIS WIFE: A NOVEL,(blank),,PAULA MCLAIN,"MCLAIN, PAULA",Adult,Adult,5,1,0
86,Dog Man: Fetch-22: From the Creator of Captain Underpants (Dog Man #8),Dav Pilkey,"12,619",4.9,$8.00,2019,Fiction,DOG MAN: FETCH-22: FROM THE CREATOR OF CAPTAIN UNDERPANTS,Dog Man,8,DAV PILKEY,"PILKEY, DAV",CH,Not_adult,9,7,7
498,Thomas Jefferson: The Art of Power,Jon Meacham,"1,904",4.5,$23.00,2012,Non Fiction,THOMAS JEFFERSON: THE ART OF POWER,(blank),,JON MEACHAM,"MEACHAM, JON",Adult,Adult,6,1,0
87,Dog Man: For Whom the Ball Rolls: From the Creator of Captain Underpants (Dog Man #7),Dav Pilkey,"9,089",4.9,$8.00,2019,Fiction,DOG MAN: FOR WHOM THE BALL ROLLS: FROM THE CREATOR OF CAPTAIN UNDERPANTS,Dog Man,7,DAV PILKEY,"PILKEY, DAV",CH,Not_adult,13,7,7
152,Hamilton: The Revolution,Lin-Manuel Miranda,"5,867",4.9,$54.00,2016,Non Fiction,HAMILTON: THE REVOLUTION,(blank),,LIN-MANUEL MIRANDA,"MIRANDA, LIN-MANUEL",Adult,Adult,3,1,0
403,The Help,Kathryn Stockett,"13,871",4.8,$6.00,2009,Fiction,THE HELP,(blank),,KATHRYN STOCKETT,"STOCKETT, KATHRYN",Adult,Adult,2,4,0
319,The 17 Day Diet: A Doctor's Plan Designed for Rapid Results,Mike Moreno,"2,314",4.3,$22.00,2011,Non Fiction,THE 17 DAY DIET: A DOCTOR'S PLAN DESIGNED FOR RAPID RESULTS,(blank),,MIKE MORENO,"MORENO, MIKE",Adult,Adult,11,1,0
418,The Last Lecture,Randy Pausch,"4,028",4.7,$9.00,2009,Non Fiction,THE LAST LECTURE,(blank),,RANDY PAUSCH,"PAUSCH, RANDY",Adult,Adult,3,1,0
500,Three Cups of Tea: One Man's Mission to Promote Peace - One School at a Time,Greg Mortenson,"3,319",4.3,$11.00,2010,Non Fiction,THREE CUPS OF TEA: ONE MAN'S MISSION TO PROMOTE PEACE - ONE SCHOOL AT A TIME,(blank),,GREG MORTENSON,"MORTENSON, GREG",Adult,Adult,16,2,0
528,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,"9,292",4.7,$17.00,2014,Non Fiction,WHAT IF?: SERIOUS SCIENTIFIC ANSWERS TO ABSURD HYPOTHETICAL QUESTIONS,(blank),,RANDALL MUNROE,"MUNROE, RANDALL",Adult,Adult,9,1,0
224,Love You Forever,Robert Munsch,"18,613",4.8,$5.00,2014,Fiction,LOVE YOU FOREVER,(blank),,ROBERT MUNSCH,"MUNSCH, ROBERT",CH,Not_adult,3,2,0
225,Love You Forever,Robert Munsch,"18,613",4.8,$5.00,2015,Fiction,LOVE YOU FOREVER,(blank),,ROBERT MUNSCH,"MUNSCH, ROBERT",CH,Not_adult,3,2,0
531,What to Expect When You're Expecting,Heidi Murkoff,"3,341",4.4,$9.00,2011,Non Fiction,WHAT TO EXPECT WHEN YOU'RE EXPECTING,(blank),,HEIDI MURKOFF,"MURKOFF, HEIDI",Adult,Adult,6,1,0
,Dog Man: Brawl of the Wild,Dav Pilkey,"17,195",4.9,$6.48,2019,Fiction,BRAWL OF THE WILD,Dog Man,6,"PILKEY, DAV","PILKEY, DAV",CH,Not_adult,4,7,7
419,"The Last Olympian (Percy Jackson and the Olympians, Book 5)",Rick Riordan,"4,628",4.8,$7.00,2009,Fiction,THE LAST OLYMPIAN,Percy Jackson and the Olympians,5,RICK RIORDAN,"RIORDAN, RICK",YA,Not_adult,8,11,0
82,Dog Man and Cat Kid: From the Creator of Captain Underpants (Dog Man #4),Dav Pilkey,"5,062",4.9,$6.00,2018,Fiction,DOG MAN AND CAT KID: FROM THE CREATOR OF CAPTAIN UNDERPANTS,Dog Man,4,DAV PILKEY,"PILKEY, DAV",CH,Not_adult,11,7,7
